Well_Num,region_name,trend_line_slope,trend_line_int,state,category,period,month,time_scale
047,Thompson / Okanagan,-0.0119,8.188,Stable,Stable or Increasing,Monthly,Apr,All
376,Cariboo,-0.1545,6.797,Increasing,Stable or Increasing,Monthly,Apr,All
399,Thompson / Okanagan,-0.0191,1.3087,Stable,Stable or Increasing,Monthly,Apr,All
282,Thompson / Okanagan,0.0204,8.7071,Stable,Stable or Increasing,Monthly,Apr,All
284,West Coast,0.0397,0.4486,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Apr,All
283,West Coast,0.0138,4.2981,Stable,Stable or Increasing,Monthly,Apr,All
286,Northeast,0.1398,9.5702,Large Rate of Decline,Large Rate of Decline,Monthly,Apr,All
289,Cariboo,-0.0458,10.2694,Stable,Stable or Increasing,Monthly,Apr,All
287,West Coast,0.1015,2.4735,Large Rate of Decline,Large Rate of Decline,Monthly,Apr,All
288,West Coast,0.0331,11.8219,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Apr,All
305,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
291,Kootenay / Boundary,-0.1175,9.5287,Stable,Stable or Increasing,Monthly,Apr,All
292,South Coast,0.0106,9.451,Stable,Stable or Increasing,Monthly,Apr,All
293,Omineca,-0.002,9.1445,Stable,Stable or Increasing,Monthly,Apr,All
294,Thompson / Okanagan,7e-4,8.8901,Stable,Stable or Increasing,Monthly,Apr,All
343,West Coast,0.0119,9.5605,Stable,Stable or Increasing,Monthly,Apr,All
296,Thompson / Okanagan,-0.0012,4.2598,Stable,Stable or Increasing,Monthly,Apr,All
297,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
302,Thompson / Okanagan,-0.0186,8.279,Stable,Stable or Increasing,Monthly,Apr,All
304,West Coast,-0.1036,8.9344,Stable,Stable or Increasing,Monthly,Apr,All
301,South Coast,0.0126,16.585,Stable,Stable or Increasing,Monthly,Apr,All
306,Kootenay / Boundary,-0.0047,5.4579,Stable,Stable or Increasing,Monthly,Apr,All
333,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
313,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
309,Kootenay / Boundary,-0.0185,24.6005,Stable,Stable or Increasing,Monthly,Apr,All
311,Thompson / Okanagan,-0.1265,21.2078,Stable,Stable or Increasing,Monthly,Apr,All
319,West Coast,-0.0273,15.4936,Stable,Stable or Increasing,Monthly,Apr,All
312,West Coast,0.0115,3.0316,Stable,Stable or Increasing,Monthly,Apr,All
318,West Coast,-0.0367,5.0576,Stable,Stable or Increasing,Monthly,Apr,All
314,West Coast,-0.0929,7.1199,Stable,Stable or Increasing,Monthly,Apr,All
494,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
341,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
329,West Coast,0.0168,4.286,Stable,Stable or Increasing,Monthly,Apr,All
281,West Coast,-0.0063,6.0083,Stable,Stable or Increasing,Monthly,Apr,All
264,Thompson / Okanagan,-0.0022,30.4833,Stable,Stable or Increasing,Monthly,Apr,All
268,West Coast,0.0115,-0.5665,Stable,Stable or Increasing,Monthly,Apr,All
332,Thompson / Okanagan,0.0072,18.1742,Stable,Stable or Increasing,Monthly,Apr,All
447,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
334,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
337,West Coast,0.0185,10.6965,Stable,Stable or Increasing,Monthly,Apr,All
340,West Coast,0.0611,20.289,Stable,Stable or Increasing,Monthly,Apr,All
335,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
394,West Coast,0.0458,11.5202,Stable,Stable or Increasing,Monthly,Apr,All
396,West Coast,-0.0204,1.1409,Stable,Stable or Increasing,Monthly,Apr,All
342,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
345,West Coast,0.1904,48.241,Large Rate of Decline,Large Rate of Decline,Monthly,Apr,All
347,Cariboo,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
348,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
422,Thompson / Okanagan,-0.0782,9.3917,Increasing,Stable or Increasing,Monthly,Apr,All
349,South Coast,0.0235,1.9445,Stable,Stable or Increasing,Monthly,Apr,All
351,West Coast,-0.0309,8.7659,Stable,Stable or Increasing,Monthly,Apr,All
356,Thompson / Okanagan,-0.0894,8.2992,Stable,Stable or Increasing,Monthly,Apr,All
355,West Coast,0.0329,3.8093,Stable,Stable or Increasing,Monthly,Apr,All
372,West Coast,-0.0886,54.2849,Stable,Stable or Increasing,Monthly,Apr,All
368,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
369,West Coast,0.003,1.0115,Stable,Stable or Increasing,Monthly,Apr,All
371,West Coast,0.0026,4.4377,Stable,Stable or Increasing,Monthly,Apr,All
359,South Coast,0.2146,26.9892,Large Rate of Decline,Large Rate of Decline,Monthly,Apr,All
357,South Coast,-0.0021,9.5483,Stable,Stable or Increasing,Monthly,Apr,All
354,South Coast,-0.0395,10.8954,Stable,Stable or Increasing,Monthly,Apr,All
353,South Coast,-0.0044,3.9944,Stable,Stable or Increasing,Monthly,Apr,All
352,South Coast,0.0058,2.6914,Stable,Stable or Increasing,Monthly,Apr,All
361,South Coast,-0.4054,9.549,Increasing,Stable or Increasing,Monthly,Apr,All
362,Kootenay / Boundary,0.0017,3.0536,Stable,Stable or Increasing,Monthly,Apr,All
363,Kootenay / Boundary,-0.0067,8.8046,Stable,Stable or Increasing,Monthly,Apr,All
364,Cariboo,-0.0124,53.3733,Stable,Stable or Increasing,Monthly,Apr,All
360,South Coast,-0.025,4.2503,Stable,Stable or Increasing,Monthly,Apr,All
388,West Coast,0.5314,4.3987,Stable,Stable or Increasing,Monthly,Apr,All
373,West Coast,0.0183,0.7903,Stable,Stable or Increasing,Monthly,Apr,All
375,Thompson / Okanagan,-0.0247,7.4928,Stable,Stable or Increasing,Monthly,Apr,All
365,Thompson / Okanagan,-0.0066,6.1208,Stable,Stable or Increasing,Monthly,Apr,All
366,Thompson / Okanagan,-0.3332,7.284,Stable,Stable or Increasing,Monthly,Apr,All
378,Omineca,-0.0206,34.8065,Stable,Stable or Increasing,Monthly,Apr,All
374,Cariboo,-0.0966,38.9354,Stable,Stable or Increasing,Monthly,Apr,All
381,Thompson / Okanagan,-0.0247,5.8328,Stable,Stable or Increasing,Monthly,Apr,All
464,Thompson / Okanagan,-0.09,5.7477,Stable,Stable or Increasing,Monthly,Apr,All
383,West Coast,-0.0284,49.7189,Stable,Stable or Increasing,Monthly,Apr,All
384,Thompson / Okanagan,-0.016,79.971,Stable,Stable or Increasing,Monthly,Apr,All
377,Skeena,-0.2014,25.8685,Stable,Stable or Increasing,Monthly,Apr,All
395,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
387,Thompson / Okanagan,-0.0753,4.842,Stable,Stable or Increasing,Monthly,Apr,All
385,West Coast,0.0029,12.6177,Stable,Stable or Increasing,Monthly,Apr,All
386,Skeena,0.0203,0.927,Stable,Stable or Increasing,Monthly,Apr,All
401,Thompson / Okanagan,0.0101,3.2034,Stable,Stable or Increasing,Monthly,Apr,All
402,Thompson / Okanagan,0.1234,8.7449,Stable,Stable or Increasing,Monthly,Apr,All
406,South Coast,0.0499,2.4036,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Apr,All
389,West Coast,0.0402,2.5732,Stable,Stable or Increasing,Monthly,Apr,All
392,West Coast,-0.0789,24.602,Increasing,Stable or Increasing,Monthly,Apr,All
393,West Coast,-0.0275,8.2062,Stable,Stable or Increasing,Monthly,Apr,All
391,West Coast,0.0033,36.9444,Stable,Stable or Increasing,Monthly,Apr,All
405,Thompson / Okanagan,0.1094,17.5346,Stable,Stable or Increasing,Monthly,Apr,All
407,Thompson / Okanagan,0.0036,11.4972,Stable,Stable or Increasing,Monthly,Apr,All
404,Thompson / Okanagan,0.0765,22.5897,Stable,Stable or Increasing,Monthly,Apr,All
403,Thompson / Okanagan,0.0573,37.1671,Stable,Stable or Increasing,Monthly,Apr,All
390,West Coast,-0.1361,30.0111,Increasing,Stable or Increasing,Monthly,Apr,All
416,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
417,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
418,Northeast,0.1032,59.1888,Stable,Stable or Increasing,Monthly,Apr,All
420,Northeast,0.0087,34.1457,Stable,Stable or Increasing,Monthly,Apr,All
409,Thompson / Okanagan,-0.1499,12.8155,Increasing,Stable or Increasing,Monthly,Apr,All
414,South Coast,0.1288,32.6221,Large Rate of Decline,Large Rate of Decline,Monthly,Apr,All
415,South Coast,0.121,41.0027,Stable,Stable or Increasing,Monthly,Apr,All
474,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
423,Thompson / Okanagan,0.026,5.1013,Stable,Stable or Increasing,Monthly,Apr,All
400,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
411,Thompson / Okanagan,-0.9097,8.7717,Stable,Stable or Increasing,Monthly,Apr,All
410,Thompson / Okanagan,0.0217,4.4151,Stable,Stable or Increasing,Monthly,Apr,All
412,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
445,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
398,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
424,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
442,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
413,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
448,South Coast,0.0441,2.6634,Stable,Stable or Increasing,Monthly,Apr,All
449,South Coast,0.0777,3.882,Stable,Stable or Increasing,Monthly,Apr,All
425,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
426,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
427,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
428,West Coast,0.0062,43.7054,Stable,Stable or Increasing,Monthly,Apr,All
429,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
430,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
431,West Coast,0.0313,18.9934,Stable,Stable or Increasing,Monthly,Apr,All
432,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
433,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
434,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
435,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
450,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
451,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
438,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
452,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
453,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
454,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
436,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
437,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
456,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
457,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
458,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
455,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
439,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
441,South Coast,0.0993,13.014,Stable,Stable or Increasing,Monthly,Apr,All
460,South Coast,-0.1012,84.2664,Increasing,Stable or Increasing,Monthly,Apr,All
461,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
440,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
459,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
463,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
471,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
443,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
469,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
470,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
462,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
473,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
480,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
468,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
467,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
477,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
475,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
476,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
478,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
483,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
485,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
486,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
479,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
444,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
489,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
488,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
490,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
482,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
481,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
493,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
487,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
491,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
492,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
495,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
497,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
499,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
498,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
502,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
501,Skeena,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
506,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
509,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
496,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
512,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
510,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
508,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Apr,All
